time,max_temp,min_temp,daylight_duration,sunshine_duration,precipitation_sum,wind_speed_10m_max,mean_temp,cloud_cover_mean,relative_humidity_2m_mean,pressure_msl_mean
22/02/2025,4.2,-4.9,38472.43,34761.12,0,12,-0.8,19,52,1032.4
23/02/2025,4.2,-1.4,38673.99,20247.3,0,5.4,0.8,91,61,1031.5
24/02/2025,6.8,-0.6,38876.53,31603.38,0.1,5.2,2.4,69,77,1029.1
25/02/2025,8.4,-2.1,39079.9,21607.59,0,7,2.9,59,79,1022.8
26/02/2025,4.3,1.9,39283.92,2248.26,5,7.6,2.9,100,90,1018.4
27/02/2025,8,2.5,39488.45,0,9.2,12.5,5,99,94,1017.8
28/02/2025,10.2,1.9,39693.31,29571.98,0,18.5,5.5,81,79,1020.6
01/03/2025,10,0.8,39898.36,35903.89,0,11.2,4.7,38,71,1026
02/03/2025,9.8,0.1,40103.45,35271.75,0,11.8,3.9,12,69,1029.5
03/03/2025,9.1,-1.4,40308.43,36045.77,0,9.7,3.2,0,74,1029.2
04/03/2025,12.1,-0.9,40513.14,36107.68,0,5.5,4.4,17,78,1027.8
05/03/2025,14.4,1,40717.45,36257.75,0,6.3,6.4,0,70,1028.6
06/03/2025,16.9,1,40921.2,36358.45,0,9.8,7.4,14,69,1027.6
07/03/2025,17.2,2.2,41124.25,33527.44,0,6.4,8.6,67,66,1022.8
08/03/2025,19,2.2,41326.7,36722.09,0,7.8,9.6,25,62,1017.3
09/03/2025,18.3,2.8,41530.09,36810.77,0,9.4,9.7,38,63,1012.2
10/03/2025,19.3,6.3,41734.6,27209.36,0.2,16.3,11.8,64,64,1006.9
11/03/2025,13,5.7,41940.11,4374.86,10.6,9.9,9.2,86,88,1005
12/03/2025,17.9,5.3,42146.48,36047.08,1,17.8,11.3,89,77,1002.1
13/03/2025,16.1,6.9,42353.58,26650.54,9.3,28.2,11.5,67,82,995.8
14/03/2025,15.3,4.7,42561.28,17478.91,6.4,16.8,9.4,95,86,1004.2
15/03/2025,11.4,5.7,42769.44,2937.42,16.4,10.2,7.7,100,90,1010.3
16/03/2025,9.2,4.2,42977.94,2228.19,2.7,9.6,6.2,100,85,1013.5
17/03/2025,8.4,-0.7,43186.66,19808.57,2.2,20.6,4.2,80,67,1018.2
18/03/2025,5.3,-2,43395.46,39456.3,0,9.9,1.3,0,53,1031.5
19/03/2025,8.1,-2.6,43604.21,39723.09,0,8.3,2.5,0,61,1033.6
20/03/2025,11.1,-1.9,43812.79,40115.71,0,9.8,4,0,65,1031.3
21/03/2025,14.4,-0.6,44021.07,40272.69,0,8.5,6.2,0,67,1024.6
22/03/2025,11.9,2,44228.93,10694.81,3.1,13,6.8,78,80,1016.2
23/03/2025,14.9,6.2,44436.21,14783.17,4.1,12,9.3,86,88,1012
24/03/2025,15.1,7.7,44642.82,18601.34,2.2,8,10.6,69,90,1012.2
25/03/2025,16.9,5.8,44848.61,33747.48,5.9,9.2,10.1,77,90,1016.8
26/03/2025,16.2,6.3,45053.44,31261.5,0.2,6.7,11.1,81,83,1016.1
27/03/2025,17.5,8.6,45257.18,35140.67,0,16.3,12.3,78,66,1013.3
28/03/2025,14.6,8.4,45459.93,8419.41,2.9,16.9,11.4,98,77,1009.4
29/03/2025,11.3,7.7,45663.09,0,16.8,14.9,10,89,91,1007.5
30/03/2025,14.4,6.9,45866.86,27474.37,0.4,18.1,10.5,81,79,1009.8
31/03/2025,13.1,6.7,46071.12,36616.54,0.8,15.8,9.8,91,68,1012.1
01/04/2025,15.9,8.1,46275.76,32788.17,0.1,16.6,11.2,57,68,1016.8
02/04/2025,13,7.2,46480.64,18000,0.6,16.9,10.2,68,74,1019
03/04/2025,17.5,8.4,46685.64,39600,0,18,12.3,41,59,1020.6
04/04/2025,18.5,7,46890.65,42508.79,0,8.5,12.6,5,59,1019.1
05/04/2025,19.1,5.6,47095.53,39384.44,0,21.3,12.7,59,52,1008.6
06/04/2025,6.8,0.6,47300.16,42918.68,0.2,22.5,3.4,28,48,1016.2
07/04/2025,7.2,-1.5,47504.42,21191.11,0.1,15.5,3,64,55,1021.5
08/04/2025,11.5,-0.5,47708.16,41836.8,0.2,16.4,5.6,20,63,1023.4
09/04/2025,13.6,0.4,47911.26,43610.34,0,14,7.3,42,52,1020.7
10/04/2025,11.2,5,48113.58,39368.8,0,23.8,8.7,92,43,1018.2
11/04/2025,18.7,3.5,48314.98,43050,0,24.6,11.2,65,49,1014
12/04/2025,19.4,5.4,48515.33,44156.5,0,11.7,12.3,26,57,1017
13/04/2025,21.2,6.5,48714.47,33577.09,0,18.5,14.7,68,52,1014.8
14/04/2025,18.8,13.6,48912.26,17672.01,0.4,18.7,16.1,97,64,1014.1
15/04/2025,19.4,10.9,49108.54,10913.47,11.1,17.1,15,91,78,1011.8
16/04/2025,24.5,12.6,49303.18,45157.89,0,13.8,18.4,24,61,1014.7
17/04/2025,25.9,15.1,49496.21,26629.03,5.6,17.7,19.7,77,66,1013.7
18/04/2025,18.2,10.9,49689.04,36000,14.4,18.4,15.4,61,78,1011.7
19/04/2025,19.2,6.9,49881.83,44617.71,0,13.2,13.4,19,73,1013.9
20/04/2025,22.1,8.9,50074.45,42609.4,0,18.3,15.8,31,68,1010.8
21/04/2025,22.5,10,50266.77,45913.51,0,4.7,16.5,35,71,1009.9
22/04/2025,23.2,12.5,50458.64,45142.66,1.7,11.5,17.9,70,72,1013.7
23/04/2025,25.6,12.3,50649.94,46118.38,1,12.5,18.3,57,68,1013.6
24/04/2025,23.6,13.5,50840.51,30693.5,13.8,8.3,17.1,95,76,1009.7
25/04/2025,18.8,12.6,51030.21,26413.13,4.9,12.2,15.2,73,85,1010.1
26/04/2025,19.8,10.5,51218.87,44929.97,1.6,16.9,14.8,46,64,1015.9
27/04/2025,18.8,7,51406.36,46805.36,0,13.1,12.8,0,51,1024.6
28/04/2025,21.4,6.5,51592.5,46806.65,0,6.6,14.7,5,55,1027.1
29/04/2025,23,9.3,51777.13,46490.45,0,8.8,16.8,30,57,1024.3
30/04/2025,25.2,11.4,51960.1,47095.47,0,12,18.9,34,50,1021
01/05/2025,25.8,12.5,52141.21,47208.09,0,11.6,19.7,18,50,1019.5
02/05/2025,28.1,12.6,52320.3,47327.82,0,14.4,20.8,20,45,1018.5
03/05/2025,30.1,14.5,52497.2,44246.91,0,15.6,22.9,59,47,1011.1
04/05/2025,25.8,14.8,52671.7,40344.49,3.6,14.9,19.8,74,61,1006.7
05/05/2025,15.9,11.1,52843.61,2416.03,7.5,12.3,13.2,98,81,1009.2
06/05/2025,13.9,10.1,53012.75,0,2.8,9.5,11.8,100,83,1012
07/05/2025,12.3,10.4,53179.13,0,6.9,7.4,11.5,100,86,1014.3
08/05/2025,15.9,9.8,53344.04,4877.58,0,14,11.9,98,68,1013
09/05/2025,17,6.5,53507.61,41714.32,0,12.9,11.4,67,59,1017.9
10/05/2025,18.8,5.4,53669.72,48357.65,0,14.3,12.2,26,57,1020
11/05/2025,15.6,9.4,53830.2,38056.73,4,9.8,12.6,62,64,1016.1
12/05/2025,16.6,8.1,53988.91,48848.44,0,9.4,12.4,52,54,1015.6
13/05/2025,16.7,9.1,54145.67,37765.77,0.4,9.4,12.9,58,50,1018.4
14/05/2025,21.4,6.8,54300.34,49194.35,0,12.3,15.3,74,49,1015.4
15/05/2025,18.7,8.4,54452.73,31898.08,0.2,19.9,14.2,96,49,1008.9
16/05/2025,15.8,4.8,54602.7,43492.07,0,16.4,11,80,54,1012.4
17/05/2025,17.8,7.2,54750.05,47107.48,0.6,18.9,12.8,59,58,1010.7
18/05/2025,15.3,9.1,54894.62,34369.98,4.5,18.3,12.2,72,68,1012.6
19/05/2025,15.3,10.2,55036.21,32151.16,3.7,21.7,12.7,68,70,1015.1
20/05/2025,19.8,11.1,55174.67,43914.3,0.1,13.6,15.4,57,70,1016.9
21/05/2025,19,9.4,55309.78,24953.34,7.6,10.8,15.1,84,82,1013
22/05/2025,21,13.2,55441.37,34244.14,11.2,8.6,16.8,94,84,1008.2
23/05/2025,14.4,9.8,55569.24,258.63,10.5,18.3,12,100,86,1010.9
24/05/2025,16.1,9.1,55693.2,46902.66,2,14.8,12.3,46,67,1016.3
25/05/2025,18.7,6.7,55813.03,43273.86,0,11.2,13.4,42,65,1015.2
26/05/2025,20.8,8.8,55928.57,46908.7,1.7,16.3,15.3,42,75,1013.8
27/05/2025,22,11.9,56039.73,51285.96,0.4,14.8,17.1,6,63,1016.6
28/05/2025,23.9,12.4,56147.46,39206.89,0,21.9,18.1,50,56,1014.7
29/05/2025,21.2,13.8,56251.84,50992.31,0.2,25.6,17.1,46,59,1014.4
30/05/2025,21,11.6,56352.77,34720.87,0,15.2,16.6,68,57,1020.6
31/05/2025,27.9,13.2,56450.13,51396.06,0.1,7.3,21.3,17,59,1020
01/06/2025,29.8,15.6,56543.81,47867.3,0,13,23.9,63,52,1017.5
02/06/2025,29.9,17.6,56633.68,49473.44,0,8.1,24.2,68,57,1015.3
03/06/2025,26.5,18,56719.64,46045.76,0,14.6,22.2,79,67,1015.5
04/06/2025,30.4,15.7,56801.59,51426.36,0,17.8,23.9,13,60,1015.3
05/06/2025,32.3,20.1,56879.39,52036.3,0.6,17.2,26.4,11,43,1014.2
06/06/2025,31.8,19,56952.94,52043.32,0,19.5,26.3,8,43,1014.7
07/06/2025,32,18.1,57022.11,50845.22,0,21.4,26,23,49,1013.2
08/06/2025,30.5,17.5,57086.81,46721.61,0.1,23.4,21.9,43,55,1013.7
09/06/2025,21.5,14.8,57146.93,39600,0.2,16.5,18.2,45,46,1023
10/06/2025,25.6,11.6,57202.33,52375.77,0,12.3,19.9,18,46,1021.2
11/06/2025,25.8,16.6,57252.94,52224.29,0,21.6,21.1,20,42,1016.8
12/06/2025,27,13.1,57298.63,52227.76,0,10.7,20.5,10,43,1020.7
13/06/2025,27.4,14.4,57339.31,52387.45,0,13.1,21.5,6,41,1022.9
14/06/2025,27.6,14.1,57374.87,52232.64,0,11,21.8,0,42,1022.7
15/06/2025,31.2,15.6,57405.21,52234.05,0,9.6,24.5,0,38,1019.1
16/06/2025,31.9,18,57430.28,49121.64,0.2,21.4,23.5,42,53,1017.2
17/06/2025,24.3,17.2,57450.24,22457.87,1.1,12.4,20.8,66,68,1021.2
18/06/2025,30.9,16.3,57465.16,51762.61,0,10.4,24.1,49,51,1021
19/06/2025,31,19,57475.04,52232.09,0,18.4,25.8,15,44,1018
20/06/2025,25.9,17.5,57479.94,52542.32,0,18.2,21.7,0,36,1021.2
21/06/2025,27,13.6,57479.88,52382.06,0,10.6,21.3,19,38,1023
22/06/2025,31.5,14.2,57474.87,52066.76,0,11,24.3,11,37,1020
23/06/2025,34.8,17.4,57464.97,52371.54,0.2,16.9,27.4,53,35,1013.7
24/06/2025,31,19.7,57450.2,51903.73,3.7,23.6,25.5,29,50,1013.4
25/06/2025,34.3,20.6,57430.62,52051.69,0,18.2,28.5,7,41,1013.1
26/06/2025,38.2,21.4,57406.27,44693.39,0,13.2,30.7,37,36,1012.7
27/06/2025,29.6,22.6,57377.19,44516.83,0.5,27.1,26,71,51,1016.8
28/06/2025,27.8,19.5,57343.43,50834.16,0,19.8,24,35,46,1020.6
29/06/2025,33.1,19.3,57305.04,51724.66,0,17.9,26.7,12,44,1019.5
30/06/2025,31.7,22.3,57262.08,51864.53,0,18.9,27.1,7,36,1016.4
01/07/2025,31.9,18.2,57214.6,52000.78,0,11.2,25.5,3,32,1018.1
02/07/2025,33,18,57162.67,51989.43,0,13.8,26.7,0,29,1019.2
03/07/2025,36.5,19.5,57106.34,51977.2,0,9.8,29.3,0,27,1017.9
04/07/2025,32.6,22.2,57045.68,50498.18,0.6,17.7,26.9,28,47,1018.8
05/07/2025,30.7,17.5,56980.75,51811.69,0,11.9,25,11,41,1018.7
06/07/2025,32.6,19.9,56911.5,44084.61,0,13.4,27.4,64,37,1010.8
07/07/2025,28.4,17.6,56837.29,34621.97,8.1,21.3,23,50,70,1005
08/07/2025,22,15.7,56758.12,22856.95,14.9,19.3,18.3,75,84,1005
09/07/2025,18.5,14.2,56674.16,13358.48,4.2,28.7,16.1,88,78,1009.2
10/07/2025,22,15.1,56585.59,49668.15,0.4,21.3,18.3,64,66,1013.6
11/07/2025,24.4,14.4,56492.57,47998.98,0.2,10.5,19.5,63,63,1014
12/07/2025,27.1,13.4,56395.28,50594.11,0,12.3,21.1,32,57,1014.1
13/07/2025,31.6,17,56293.87,47668.86,0,19.7,25.1,43,48,1014.2
14/07/2025,34.2,20.8,56188.52,50949.29,0,15.9,27.6,30,44,1014
15/07/2025,31.2,21.8,56079.4,36710.59,0.1,19.2,26.2,80,49,1013.8
16/07/2025,27.6,19.6,55966.67,22790.6,0,18.5,23.3,88,48,1012.5
17/07/2025,24.4,16.9,55850.49,39600,1.4,17,19.9,62,61,1011.4
18/07/2025,22.5,14.8,55731.02,34951.87,2.4,14.1,18.9,46,72,1012.8
19/07/2025,28,15.6,55608.44,50657.35,0.1,10.2,22,18,66,1011.4
20/07/2025,32,18,55482.88,50408.61,0,13.8,25.7,17,52,1008.1
21/07/2025,35.1,20,55354.51,50264.36,0.1,19.1,27.7,25,49,1005.7
22/07/2025,29.8,18.4,55223.48,50300.21,0,17,24.6,16,50,1010.4
23/07/2025,32.1,19.9,55089.94,44272.36,0,10.3,26.2,27,42,1012.7
24/07/2025,33.8,19.5,54954.05,48506.48,0,17.4,26.6,36,47,1011
25/07/2025,32.2,19.9,54815.93,46800,0,11,26.4,36,54,1012.1
26/07/2025,32,20.4,54675.56,38277.72,17.2,13,24.8,91,73,1010.3
27/07/2025,24.6,18.5,54531.75,24957.14,10.5,9.5,21.6,97,83,1005.9
28/07/2025,24.6,17.6,54384.45,49800.45,0.5,17.9,20.8,52,75,1004.9
29/07/2025,24.5,17,54233.85,40936.35,0,18.9,20.7,86,61,1009.5
30/07/2025,26.5,15.6,54080.17,49654.92,0,12.8,21.2,14,54,1014.5
31/07/2025,26.2,16.5,53923.59,48141.45,0,15.2,21.7,13,49,1015
01/08/2025,29.3,16.4,53764.3,47769.65,1,11.8,23,23,50,1013.2
02/08/2025,30,17.5,53602.51,49421.85,4.1,8.4,22.7,61,62,1011.4
03/08/2025,24.8,17.1,53438.38,29420.27,5.5,21.4,20.2,92,71,1014.1
04/08/2025,25.8,16,53272.11,48732.28,0,17,20.7,40,62,1017.2
05/08/2025,28.8,14.9,53103.85,49173.18,0,14,22.1,6,57,1018.4
06/08/2025,25.6,18.2,52933.79,36370.86,0.9,18.3,21.4,58,53,1020.4
07/08/2025,27.1,14.1,52762.09,47530.45,0,8.3,21.3,25,47,1022.1
08/08/2025,32.7,14.6,52588.91,48745.88,0,11.5,24.4,0,41,1020.7
09/08/2025,35.5,19.3,52414.42,48499.79,0,10.4,28.2,1,41,1020.4
10/08/2025,37.2,20.9,52238.77,47842.43,0,16.4,29.4,2,43,1019.4
11/08/2025,31.2,21.1,52062.11,47876.33,0,12.2,26.2,8,41,1021.8
12/08/2025,31.4,17,51884.57,47770.86,0,6.7,24.8,0,38,1021
13/08/2025,33.3,17.6,51706.33,47538.96,0,8.5,26.5,0,34,1019.1
14/08/2025,35,19.2,51527.51,47194.8,0,10.1,28.2,0,34,1018.3
15/08/2025,36.2,21.2,51348.04,46753.79,0,7.7,29.6,5,33,1018
16/08/2025,36.5,20.9,51166.59,46048.65,0,13.1,29.8,8,36,1013.6
17/08/2025,29,19.4,50983.05,40591.94,8.3,20.4,24.5,45,58,1012.2
18/08/2025,27.7,18.9,50797.57,40906.21,0,14.6,22.8,55,48,1015.7
19/08/2025,28.6,15.4,50610.34,46017.39,0,10,22.2,10,46,1015.2
20/08/2025,31.5,16,50421.5,45750.89,0,12.2,24.3,32,52,1008.9
21/08/2025,23.7,18.2,50231.21,11948.37,8.4,9.9,21,95,79,1006.4
22/08/2025,23.5,15.9,50039.62,28923.87,2.6,17,19.7,70,72,1007.7
23/08/2025,21.5,11.9,49846.9,45206.05,0,18.7,16.7,26,59,1014.3
24/08/2025,20.8,11.2,49653.17,45448.52,0,14.6,15.7,1,56,1018.8
25/08/2025,24.1,10.3,49458.59,41738.88,0,14.1,17.6,31,52,1018.4
26/08/2025,27.9,12.2,49263.29,43346.97,0,11.4,20,36,46,1015.2
27/08/2025,32,13.6,49067.4,44545.5,0,10.3,23.1,38,44,1014.5
28/08/2025,33.2,16.8,48871.07,45143.29,0,19.6,25.6,6,33,1012.1
29/08/2025,33.5,21.2,48674.41,44874.72,1.9,16.1,27.4,41,31,1007.4
30/08/2025,27.4,19,48477.56,24356.21,13.9,9,21.4,97,80,1008.1
31/08/2025,24.2,16.4,48280.65,43209.92,1,11.3,20.2,41,82,1009.5
01/09/2025,26.6,16,48083.8,43586.6,0,8.8,21.1,3,74,1011.5
02/09/2025,29.4,16.3,47887.12,43696.88,0,13,22.9,39,64,1010.8
03/09/2025,27,18.4,47690.74,42653.82,6.2,12.1,22.3,52,74,1013.5
04/09/2025,28.9,17.2,47494.57,42588.98,0.7,6.8,23.3,39,68,1015.5
05/09/2025,31.5,19.2,47297.27,41945.5,0,14.5,24.9,40,61,1016
06/09/2025,26.1,16.5,47098.69,42637.73,0,18.7,20.7,12,65,1019.9
07/09/2025,28.4,13.7,46898.96,42609.87,0,8.4,21.1,24,59,1019.5
08/09/2025,28.2,16.8,46698.23,41638.64,0.2,10.6,21.9,57,65,1015.7
09/09/2025,27.5,16.4,46496.59,39356.88,0.3,10.9,21.7,54,60,1013.6
10/09/2025,26.2,18,46294.21,22012.87,9.1,15.3,20.8,87,73,1012.7
11/09/2025,23.5,17,46091.18,38052.45,8.8,13.1,20.2,72,78,1011.4
12/09/2025,24.9,14.6,45887.64,41426.15,0,5.3,19.9,9,73,1018.4
13/09/2025,25.8,15.9,45683.7,34907.8,0,7.9,20.4,74,74,1020.2
14/09/2025,20.5,15.9,45479.5,7159.07,11.1,14.1,17.9,75,86,1016.1
15/09/2025,23.7,12.5,45275.13,40580.64,0,13.1,18.1,15,70,1019.2
16/09/2025,20.9,13.8,45070.73,8732.82,0.2,14.4,16.9,74,79,1018.2
17/09/2025,19.5,12,44866.41,40406.37,0.1,18.2,15.4,22,67,1021.5
18/09/2025,22.1,9.9,44662.27,33300,0,12.8,16.3,20,69,1025.1
19/09/2025,28,12.7,44458.45,39967.31,0,9.8,20.1,0,66,1026.3
20/09/2025,28.8,13.8,44255.04,39867.84,0,10.1,21.2,2,62,1024.6
21/09/2025,30.5,15.4,44052.18,39780.05,0,17.1,23,8,49,1018.3
22/09/2025,29.5,17,43849.96,39687.74,0,12.6,23.3,24,48,1013.8
23/09/2025,26.8,15.4,43648.52,32301.5,1.7,14,20.1,76,67,1015.3
24/09/2025,21,14.3,43447.74,18903.09,0.4,13.7,17.2,100,71,1016.6
25/09/2025,17,12.8,43246.25,16182.29,3.1,13.8,13.9,96,83,1019.9
26/09/2025,18.1,12,43043.89,13993.75,0.2,14,13.7,94,82,1024.6
27/09/2025,18.6,11.1,42840.77,35566.32,0.2,10.2,14.3,57,74,1024.4
28/09/2025,18,11.1,42637.02,25800.49,0.2,9.6,14,86,78,1019.5
29/09/2025,16.5,9.1,42432.78,38853.96,0.7,10.9,12.2,34,67,1019
30/09/2025,14.9,6.5,42228.16,38645.6,0.2,6.6,10.7,25,71,1022.8
01/10/2025,13.1,6.2,42023.29,36585.73,3.5,13.1,9.4,36,79,1024.2
02/10/2025,12.3,5.7,41818.3,36110.32,0,16.6,8.7,38,61,1024.9
03/10/2025,12.9,4.6,41613.31,36469.33,0,18.3,8.2,53,59,1021.6
04/10/2025,13.8,3,41408.46,37807.36,0,11.6,8.7,24,66,1014
05/10/2025,13.1,8.1,41203.87,1236.84,2.8,13.6,10.6,100,81,1013
06/10/2025,14.1,7.3,40999.66,29539.08,0.2,16.7,10.7,65,77,1016.8
07/10/2025,16.4,7.8,40795.98,36309.54,0.3,15.6,11.9,29,77,1019.3
08/10/2025,17.9,7.2,40592.96,36967.7,0,10.6,12.1,16,71,1019.7
09/10/2025,17,7.7,40390.72,17718.23,0.3,11.8,12.7,68,81,1019.6
10/10/2025,16.1,10.4,40189.41,11399.26,0,23.4,13.2,74,77,1024.8
11/10/2025,17.7,12.2,39989.16,28827.38,0,20,14.4,82,70,1026.7
12/10/2025,17.5,10,39790.12,36135.41,0,13.7,13,15,71,1025.1
13/10/2025,17.4,8.6,39592.42,33605.82,0,13.9,12.8,43,68,1022.3
14/10/2025,14.9,4.4,39395.99,31655.09,0.2,10,9.8,85,69,1023
15/10/2025,15.4,8.1,39199.27,28167.46,0,5.1,11.3,58,69,1024
16/10/2025,16.8,8.6,39002.11,27849.44,0,7.2,11.9,58,65,1023.6
17/10/2025,15.6,5.5,38804.63,23429.87,0,4.7,10.3,68,77,1021.9
18/10/2025,14.4,6.4,38607.01,34026.36,0.1,18.5,10.7,17,63,1022.5
19/10/2025,13,2.5,38409.38,33786.73,0,9.8,7.2,34,61,1023.9
20/10/2025,13.1,0,38211.9,32768.2,0,12,6.8,56,63,1017.3
21/10/2025,11.9,6.7,38014.75,14640.22,1.5,9.8,8.8,99,72,1011.1
22/10/2025,16.9,7.3,37818.07,26365.82,0.1,9.1,12.1,77,68,1008.3
23/10/2025,21.4,11.5,37622.03,30603.54,5.6,19.3,15.7,75,77,1001.2
24/10/2025,13.9,7.5,37426.8,21647.56,14.4,27,10.8,56,72,1002.3
25/10/2025,13.4,3.5,37232.55,28947.58,0.7,15.3,8.7,52,82,1009.5
26/10/2025,12.7,5.4,37039.47,23472.41,0,12.8,9.2,76,83,1006.2
27/10/2025,12,5.9,36847.73,16843.3,0.4,17.5,8.9,75,71,1006.4
28/10/2025,11.9,7.1,36657.5,29774.27,1.6,21.4,9.7,65,72,1011.9
29/10/2025,16.9,8,36468.98,32342.09,0,13.4,12.2,38,70,1015.3
30/10/2025,19.2,10.9,36282.37,28532.44,0,26,14.8,72,66,1012.5
31/10/2025,15,6.4,36097.86,14400,0,5.2,11.1,56,74,1019.8
01/11/2025,18.9,8.3,35915.65,32028.21,0,10.9,12.9,35,76,1020
02/11/2025,20,8,35735.95,30553.43,0.2,13.1,13.6,97,82,1015.1
03/11/2025,13.9,8.9,35558.7,10243.6,3.1,25.2,11.2,72,80,1016.8
04/11/2025,13.5,5.4,35382.26,31450.3,0,15.8,8.6,1,76,1026.8
05/11/2025,13.1,2.1,35206.42,30689.75,0,5.6,6.8,35,85,1027
06/11/2025,13.1,1.6,35031.38,29256.7,0,7.2,6.5,32,86,1021.8
07/11/2025,13.4,1.8,34857.31,29918.26,0,7.2,6.8,27,84,1019.2
08/11/2025,10.8,6,34684.41,7500.85,2.8,6.7,8.4,96,91,1016.2
09/11/2025,13.6,6.6,34512.88,30501.1,0,8.4,9.7,55,87,1017.4
10/11/2025,12.5,4.8,34342.92,24005.76,0,7.8,7.7,51,89,1017.2
11/11/2025,11.5,3.3,34174.71,28405.25,0,6.9,6.7,36,88,1018.8
12/11/2025,6.2,3.5,34008.5,4748.19,0,6.3,4.7,95,97,1023.4
13/11/2025,6.8,4.1,33844.45,0,0.1,7.5,5.4,100,94,1024
14/11/2025,7.8,5.7,33682.82,0,0,9.3,6.5,100,95,1020.9
15/11/2025,9,6.3,33523.82,0,2.6,6.2,7.5,99,93,1015.6
16/11/2025,11.9,6.9,33367.68,22110.2,0.5,10.1,8.8,89,92,1011.4
17/11/2025,14.5,5.1,33214.62,14344.14,4.1,24.6,10.2,98,88,1004
18/11/2025,7.3,-0.1,33064.89,25907.12,0.8,18.6,4.4,40,79,1017.7
19/11/2025,5.2,-1.4,32918.73,5005.84,0,9,1.9,73,89,1016.5
20/11/2025,6.7,2.2,32776.39,397.54,1.9,10.5,4.1,99,92,1011
21/11/2025,4.7,1.5,32638.11,0,21.9,17.5,3.1,100,93,1012.2
22/11/2025,4.5,0.7,32504.14,3991.43,5.8,16,2.1,100,90,1018.7
23/11/2025,0.8,-1.7,32374.53,0,0.8,11.2,-0.1,94,91,1017.2
24/11/2025,3.5,-2.5,32247.82,4962.64,4.4,16.2,0.6,91,88,1011.8
25/11/2025,8,3.8,32123.87,0,18.8,12.8,6.4,100,96,1002.6
26/11/2025,4.7,1.1,32002.83,4920.63,8.3,23.7,3.3,80,87,1007.8
27/11/2025,5.8,-0.6,31884.87,23974.4,0,16.3,1.8,44,80,1020.9
28/11/2025,4,-2,31770.17,25375.7,0,9,0.7,58,85,1021.8
29/11/2025,4.8,0.1,31658.91,14792.46,0.1,7.5,2,93,85,1016.7
30/11/2025,5.1,-0.1,31551.24,18580.79,0,8.8,1.8,64,90,1015.3
01/12/2025,3.5,-0.9,31447.35,10225.03,0,8.3,1,96,94,1021.1
02/12/2025,2.7,0.3,31347.42,0,0,8.8,1.7,100,96,1022.4
03/12/2025,6.9,2.8,31251.62,1527.84,0,10.7,5,97,94,1019.4
04/12/2025,8.1,5.4,31160.14,0,0.1,12.9,6.8,100,92,1015
05/12/2025,9.5,7,31073.15,459.31,3.2,13.7,7.9,100,91,1011.7
06/12/2025,9.2,6.4,30990.84,17541.56,0.3,9.4,7.7,84,90,1015.5
07/12/2025,9.8,2.9,30913.39,4192.33,2.1,8.6,6.8,71,93,1017.3
08/12/2025,6.8,2.5,30840.98,2180.7,0.1,6.6,4.9,100,97,1022.4
09/12/2025,6.4,4.1,30773.78,4388.03,0,9.3,5.4,100,97,1023.7
10/12/2025,7.7,4.2,30711.98,722.97,0,5.4,5.5,96,96,1022.6
11/12/2025,7.1,3.5,30655.76,2925.19,0,9.3,5.2,100,95,1024.9
12/12/2025,7.3,4,30605.29,13957.42,0,7.5,5.2,89,95,1026
13/12/2025,4,2.6,30560.63,0,0,6.3,3.2,100,96,1029.9
14/12/2025,3.8,2.2,30521.25,0,0,8.1,2.8,100,91,1030.1
15/12/2025,2.3,0.9,30487.01,0,0,8.6,1.5,100,93,1029.2
16/12/2025,2.3,0.6,30457.94,0,0,9.1,1.2,100,93,1026.8
17/12/2025,3,0.2,30434.05,0,0,6.6,1.4,100,96,1025.8
18/12/2025,4.6,0.9,30415.35,18.2,0.1,5.4,3.3,100,98,1029
19/12/2025,6.8,4.2,30401.85,0,0,6.8,5.5,99,96,1027.1
20/12/2025,7.1,4.8,30393.54,2321.91,0,4.6,5.7,100,93,1022.4
21/12/2025,5.4,3.9,30390.44,0,0.1,4.9,4.6,100,95,1021.3
22/12/2025,4.8,3.2,30392.53,0,0.3,7.9,3.8,100,94,1021.3
23/12/2025,4.6,3.2,30399.81,0,1,10.4,3.8,100,93,1019.5
24/12/2025,4.5,2.1,30412.27,10530.29,1.9,17.4,3.2,99,79,1022.2
25/12/2025,4,1.3,30429.89,34.74,0.7,13.1,2.4,91,79,1030.9
26/12/2025,5.7,-1.4,30452.67,22922.04,0,9.9,1.4,24,86,1029.8
27/12/2025,3.5,-2.5,30480.59,20170.47,0,22.5,0.1,36,81,1025.7
28/12/2025,3.4,-0.4,30513.61,26005.53,0,22.8,1.6,22,69,1021.5
29/12/2025,3.8,-1.9,30551.71,26049.54,0,19.8,0,11,71,1017.4
30/12/2025,1.4,-2,30594.88,23037.34,1.5,19.7,0.1,45,66,1015.9
31/12/2025,0.3,-3.5,30643.07,24791.2,1.7,22.6,-1.8,52,66,1017.6
01/01/2026,2,-0.9,30696.26,15682.92,0.8,16.9,0.5,89,83,1012.2
02/01/2026,2.6,-2.5,30754.52,0,0.1,16.9,0.2,100,83,1003.5
03/01/2026,3.3,-2.4,30818.48,23764.22,0.7,14.8,0.1,57,77,1006.8
04/01/2026,1.5,-4.7,30888.11,22437.49,1.6,11.5,-1.5,90,77,1013.1
05/01/2026,-0.8,-6.5,30963.24,0,5,9.2,-3.2,98,79,1014.7
