latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.486816,19.06404,113.0,3600,Europe/Berlin,GMT+1

time,temperature_2m_max (°C),temperature_2m_min (°C),wind_speed_10m_max (km/h),precipitation_sum (mm),sunshine_duration (s),daylight_duration (s),weather_code (wmo code),cloud_cover_mean (%),relative_humidity_2m_mean (%),temperature_2m_mean (°C),pressure_msl_mean (hPa)
2023-03-03,11.9,-0.1,11.3,0.00,34028.37,40187.33,3,48,75,5.1,1017.9
2023-03-04,10.1,-2.2,21.7,0.00,36104.62,40392.23,1,4,66,3.7,1015.8
2023-03-05,6.8,0.1,25.1,0.00,22412.08,40598.00,3,68,67,3.1,1013.4
2023-03-06,7.8,0.2,11.2,1.50,2811.23,40804.51,73,100,80,2.9,1009.0
2023-03-07,8.4,0.2,14.6,0.20,0.00,41011.62,51,100,83,3.7,1005.9
2023-03-08,10.8,2.5,21.3,0.00,27484.03,41219.18,3,80,73,7.1,1003.7
2023-03-09,16.0,6.6,28.5,5.70,18000.00,41427.05,63,76,69,10.9,1000.7
2023-03-10,16.4,3.3,23.7,4.20,36717.09,41635.11,63,61,82,9.5,998.9
2023-03-11,9.9,1.6,43.4,0.30,32272.56,41843.20,51,78,53,6.0,1001.0
2023-03-12,7.9,-1.6,18.8,0.00,37482.81,42051.19,3,57,56,2.7,1016.0
2023-03-13,14.0,2.8,24.2,0.00,32400.00,42258.96,3,96,55,8.0,1016.1
2023-03-14,19.5,6.4,25.8,1.60,28583.91,42466.36,53,95,62,11.9,1004.1
2023-03-15,9.6,3.0,24.6,1.00,0.00,42673.25,51,93,63,6.6,1009.0
2023-03-16,10.1,-0.8,18.4,0.00,37490.90,42879.51,3,16,54,4.3,1021.2
2023-03-17,9.6,-0.3,11.0,0.00,38600.66,43085.00,3,39,56,3.7,1025.1
2023-03-18,12.7,-1.6,15.2,0.00,38329.88,43289.59,3,76,64,5.3,1021.2
2023-03-19,14.3,-0.4,11.8,0.00,37951.55,43493.36,3,70,68,6.8,1019.4
2023-03-20,16.6,4.4,12.3,0.00,35929.70,43697.79,3,76,64,10.3,1017.0
2023-03-21,17.0,7.7,16.4,0.10,39816.08,43903.06,51,33,66,11.7,1015.8
2023-03-22,16.0,4.8,9.7,0.00,34891.93,44109.06,3,71,72,10.2,1016.1
2023-03-23,19.8,4.7,13.9,0.00,40226.96,44315.65,3,72,66,11.9,1014.8
2023-03-24,21.5,6.2,20.0,0.00,36000.00,44522.73,3,85,65,13.2,1010.9
2023-03-25,15.9,9.6,27.1,1.80,26271.72,44730.15,53,81,66,12.5,1008.9
2023-03-26,16.5,5.8,22.6,0.70,39379.39,44937.80,53,56,57,11.4,1008.3
2023-03-27,9.0,2.4,39.1,20.90,0.00,45145.57,63,91,77,6.7,1001.8
2023-03-28,7.2,0.4,31.5,0.20,41792.51,45353.31,71,18,52,3.4,1018.9
2023-03-29,10.1,-2.0,15.0,0.00,30588.34,45560.92,3,62,58,3.7,1024.4
2023-03-30,13.6,1.2,13.1,4.80,24510.98,45768.26,61,92,77,8.0,1017.8
2023-03-31,18.1,7.8,24.6,2.40,36536.98,45975.20,53,82,76,12.5,1008.1
2023-04-01,14.7,8.1,21.4,0.60,32356.54,46181.62,53,91,71,10.8,1003.1
2023-04-02,16.0,6.8,18.1,7.70,40598.28,46387.38,63,61,69,10.6,1009.3
2023-04-03,10.4,2.4,22.7,0.40,22005.23,46592.36,51,83,57,6.6,1017.5
2023-04-04,8.9,0.1,24.6,0.00,33862.47,46796.42,3,92,48,4.1,1018.3
2023-04-05,7.8,-1.5,14.3,0.00,42518.29,46999.41,3,69,53,3.2,1019.6
2023-04-06,8.1,-1.5,15.7,0.60,24028.50,47201.22,71,95,62,3.1,1017.2
2023-04-07,6.8,1.9,10.0,1.70,5034.87,47401.68,73,99,77,4.2,1016.2
2023-04-08,5.2,2.8,11.9,7.50,0.00,47600.88,53,100,92,3.8,1021.3
2023-04-09,9.7,2.6,7.7,0.10,32640.83,47800.21,51,80,80,5.9,1023.9
2023-04-10,15.1,2.5,14.5,0.00,36098.04,47999.87,3,51,72,8.4,1022.0
2023-04-11,16.5,3.0,22.4,1.40,33487.57,48199.73,55,63,77,9.8,1014.3
2023-04-12,14.4,4.6,25.5,0.00,44223.73,48399.66,3,27,63,9.3,1009.7
2023-04-13,16.4,7.2,12.5,1.20,4630.33,48599.53,53,99,65,10.5,1005.9
2023-04-14,15.2,4.0,23.3,8.70,8742.05,48799.21,61,90,82,9.3,1001.9
2023-04-15,11.6,3.9,18.4,2.90,22757.31,48998.59,61,96,86,8.0,1008.2
2023-04-16,16.7,4.6,15.8,0.00,28093.81,49197.49,3,100,75,10.8,1014.3
2023-04-17,17.8,10.6,18.4,3.60,25207.04,49395.81,61,92,70,13.0,1013.7
2023-04-18,18.0,9.6,17.1,3.00,43388.75,49593.39,61,66,66,12.9,1015.9
2023-04-19,17.1,7.1,16.1,0.20,38724.74,49790.10,51,66,65,12.3,1014.3
2023-04-20,18.4,5.8,13.0,0.00,45259.02,49985.77,3,55,70,12.4,1015.7
2023-04-21,18.1,8.4,14.8,0.00,45866.66,50180.27,2,20,59,13.0,1015.6
2023-04-22,19.5,7.1,10.0,0.00,44148.35,50373.44,3,32,59,13.8,1014.8
2023-04-23,21.2,9.5,12.4,0.00,44138.64,50565.11,3,32,55,14.8,1012.9
2023-04-24,18.0,10.6,17.5,12.00,27767.97,50755.13,63,95,78,13.4,1007.1
2023-04-25,14.8,8.0,24.8,2.00,28724.08,50943.32,51,64,71,11.5,1006.6
2023-04-26,12.9,5.8,24.6,0.00,41770.47,51129.53,3,23,57,9.5,1013.8
2023-04-27,13.5,2.8,14.4,0.00,44805.93,51313.56,3,25,59,8.2,1020.3
2023-04-28,16.2,2.3,12.3,2.00,34310.16,51495.45,53,88,65,10.1,1020.6
2023-04-29,17.5,9.6,12.8,0.80,26638.55,51676.57,51,74,66,12.8,1015.3
2023-04-30,19.3,9.2,17.7,0.70,46833.30,51857.08,51,32,70,13.9,1016.3
2023-05-01,20.0,7.4,13.1,0.00,46800.00,52036.83,3,47,58,13.9,1018.8
2023-05-02,22.1,9.8,17.3,2.50,33462.95,52215.68,53,100,66,15.7,1017.7
2023-05-03,18.3,11.7,21.8,16.40,7747.40,52393.47,63,92,84,14.5,1020.5
2023-05-04,19.9,10.1,10.6,0.00,46800.00,52570.06,3,57,74,14.7,1021.2
2023-05-05,21.6,9.7,9.4,0.00,47465.80,52745.30,3,53,61,16.2,1020.0
2023-05-06,22.7,9.9,16.5,0.60,43052.59,52919.00,53,92,72,16.5,1017.1
2023-05-07,22.4,11.2,18.4,2.40,44208.00,53091.03,61,76,70,16.8,1017.4
2023-05-08,18.5,9.1,18.8,0.00,39783.90,53261.20,3,47,57,12.6,1023.2
2023-05-09,17.2,6.5,17.9,0.00,36605.20,53429.34,3,47,57,12.5,1022.5
2023-05-10,18.4,8.6,21.7,0.00,39021.05,53595.27,3,64,61,13.9,1017.8
2023-05-11,20.1,9.8,24.1,1.10,39600.00,53758.82,53,90,56,14.8,1016.7
2023-05-12,12.6,10.4,19.7,18.70,0.00,53919.80,61,100,88,11.2,1018.5
2023-05-13,14.4,10.0,18.1,2.60,4629.23,54078.01,53,93,82,11.8,1021.6
2023-05-14,13.6,10.2,17.0,17.60,0.00,54233.26,63,100,89,12.0,1016.4
2023-05-15,17.6,11.5,10.7,4.60,13903.25,54385.36,61,100,85,14.3,1009.8
2023-05-16,18.7,11.4,22.1,26.00,5441.07,54534.10,65,98,90,14.6,1009.5
2023-05-17,18.5,12.1,20.5,20.50,16763.84,54679.27,65,100,89,15.0,1011.1
2023-05-18,14.6,11.6,17.1,6.90,0.00,54820.86,55,100,87,13.0,1019.4
2023-05-19,21.3,11.1,16.9,0.00,42466.22,54960.01,3,52,79,16.0,1022.3
2023-05-20,24.8,13.6,18.1,0.60,49196.36,55096.83,53,15,71,18.9,1019.6
2023-05-21,25.5,14.1,16.5,0.00,50179.04,55231.19,3,13,68,19.9,1016.5
2023-05-22,24.2,13.9,11.5,1.00,50247.95,55362.95,53,25,74,18.5,1014.9
2023-05-23,26.0,15.0,16.9,2.00,48010.55,55491.95,55,67,72,20.2,1012.5
2023-05-24,23.2,15.4,19.1,0.10,49646.97,55618.05,51,43,75,19.0,1014.6
2023-05-25,24.2,14.6,17.0,1.30,48646.82,55741.11,51,46,74,19.3,1018.6
2023-05-26,25.3,14.4,17.0,0.50,50508.51,55860.96,51,46,71,19.9,1018.6
2023-05-27,23.8,15.6,14.2,0.40,50569.73,55977.45,51,28,64,19.3,1019.4
2023-05-28,24.2,12.8,14.5,0.00,51183.11,56090.43,1,8,54,18.7,1016.8
2023-05-29,24.1,14.0,11.5,2.60,51054.69,56199.73,61,37,64,19.7,1015.9
2023-05-30,23.8,13.7,14.4,0.50,43175.38,56305.21,51,66,74,18.7,1016.8
2023-05-31,25.3,15.5,18.0,0.00,50941.84,56406.68,3,29,55,20.3,1018.6
2023-06-01,26.1,12.5,8.4,0.00,51578.96,56504.01,1,7,58,20.4,1016.0
2023-06-02,27.9,15.6,16.1,0.00,51195.35,56597.01,1,17,52,22.5,1012.2
2023-06-03,22.5,13.6,15.1,0.00,51246.74,56685.54,3,28,52,17.9,1017.9
2023-06-04,22.8,10.9,14.1,0.00,39346.16,56769.41,3,80,55,17.7,1020.0
2023-06-05,25.4,14.9,13.7,1.80,28451.68,56848.48,61,96,61,20.3,1018.6
2023-06-06,22.0,16.2,16.4,13.10,13568.15,56922.59,63,100,87,18.1,1016.8
2023-06-07,22.0,15.1,7.9,2.50,24566.73,56991.66,53,94,85,18.3,1016.0
2023-06-08,23.2,15.2,7.2,2.30,26144.66,57056.26,53,99,85,19.0,1014.3
2023-06-09,20.5,15.2,9.5,12.90,18920.44,57116.48,65,99,88,18.2,1012.3
2023-06-10,23.6,15.1,17.8,10.30,48928.34,57172.25,63,67,82,19.1,1011.5
2023-06-11,23.5,16.5,19.5,8.20,41346.86,57223.53,63,88,76,19.6,1013.0
2023-06-12,21.9,13.6,19.1,0.00,52226.39,57270.27,3,20,58,17.5,1015.0
2023-06-13,20.9,12.1,13.2,0.00,44399.64,57312.41,3,56,60,16.4,1013.8
2023-06-14,21.4,9.9,14.3,0.50,48811.52,57349.94,51,29,68,16.5,1014.7
2023-06-15,23.7,12.6,12.3,0.00,44742.58,57382.77,3,84,59,19.0,1014.9
2023-06-16,24.4,15.8,13.0,0.10,38354.62,57410.90,51,76,63,19.9,1012.1
2023-06-17,23.4,12.9,16.8,0.20,48653.74,57434.27,51,72,64,19.1,1012.4
2023-06-18,25.6,14.1,16.2,0.00,52232.26,57452.86,1,6,59,20.9,1015.0
2023-06-19,28.0,15.4,6.0,0.10,51604.39,57466.62,51,29,60,22.6,1015.5
2023-06-20,30.0,16.6,8.6,0.00,52072.34,57475.54,3,56,60,24.3,1016.1
2023-06-21,30.2,18.7,10.8,1.60,44558.32,57479.59,51,68,69,24.6,1016.9
2023-06-22,31.5,19.4,14.8,0.00,50400.00,57478.74,3,48,69,25.8,1017.6
2023-06-23,32.9,20.0,27.3,25.80,19828.86,57472.98,65,81,80,23.5,1014.8
2023-06-24,26.2,18.6,20.0,0.20,49683.55,57462.28,51,81,68,22.0,1017.5
2023-06-25,26.1,17.7,12.2,0.80,45930.26,57446.64,51,49,72,21.4,1016.7
2023-06-26,26.6,17.3,11.2,0.70,51591.66,57426.04,51,12,67,22.3,1014.7
2023-06-27,26.2,17.4,27.8,0.00,39178.92,57400.43,3,68,66,20.8,1013.7
2023-06-28,22.4,15.1,18.9,0.20,36679.60,57369.54,51,55,58,18.6,1015.5
2023-06-29,24.8,14.3,16.3,0.80,51878.28,57333.39,51,16,60,20.4,1015.6
2023-06-30,28.0,16.1,14.6,0.00,51870.64,57292.11,3,40,59,22.4,1012.0
2023-07-01,28.3,16.5,13.4,0.20,43918.77,57245.80,51,84,64,23.0,1007.2
2023-07-02,27.8,18.5,22.8,13.70,50400.00,57194.57,65,34,61,23.2,1008.0
2023-07-03,28.6,17.2,17.9,0.00,51096.45,57138.55,3,47,54,23.2,1013.4
2023-07-04,23.2,17.5,9.8,3.00,11398.29,57077.84,53,73,78,20.8,1015.6
2023-07-05,28.0,16.0,24.8,2.10,49721.43,57012.57,55,42,73,22.2,1014.5
2023-07-06,27.7,18.1,17.6,1.40,51392.94,56942.87,55,60,69,22.4,1015.5
2023-07-07,27.8,18.0,14.8,0.10,45197.48,56868.84,51,64,57,22.6,1019.8
2023-07-08,28.9,16.4,8.0,0.00,51376.08,56790.61,3,39,52,23.5,1021.2
2023-07-09,31.4,18.2,11.5,0.00,51497.27,56708.32,3,15,47,25.4,1020.5
2023-07-10,33.8,18.5,17.3,0.00,44716.01,56622.07,3,47,50,26.9,1018.2
2023-07-11,31.0,19.8,20.0,0.00,51092.78,56531.98,3,32,54,25.9,1016.3
2023-07-12,32.3,19.4,18.3,8.30,47245.34,56438.20,63,65,62,25.5,1013.3
2023-07-13,29.2,19.8,19.4,8.80,30744.79,56340.84,63,81,68,24.2,1014.0
2023-07-14,27.5,18.9,15.5,0.30,51069.47,56240.02,51,36,61,23.7,1017.7
2023-07-15,31.5,18.0,12.7,0.00,51060.08,56135.85,0,1,60,25.4,1016.5
2023-07-16,33.1,19.2,17.2,0.00,47748.26,56028.47,3,16,58,27.2,1014.7
2023-07-17,34.5,22.2,17.8,0.00,50821.95,55917.83,3,16,61,28.0,1015.5
2023-07-18,30.8,21.4,16.1,0.00,47340.52,55802.96,3,32,53,26.8,1017.5
2023-07-19,31.2,20.8,20.2,0.00,45788.80,55683.83,3,73,56,26.3,1010.9
2023-07-20,28.8,19.8,22.4,0.00,49162.62,55560.64,3,33,55,24.4,1010.5
2023-07-21,27.9,18.1,14.3,5.00,35502.28,55433.59,61,71,68,22.1,1011.9
2023-07-22,25.8,16.0,20.0,0.00,43718.75,55302.88,3,64,68,21.3,1014.4
2023-07-23,28.5,16.9,15.6,0.00,50157.76,55168.70,3,21,61,22.9,1016.3
2023-07-24,32.7,18.5,24.5,0.00,45812.11,55031.24,3,58,63,25.9,1009.6
2023-07-25,26.1,18.2,16.5,2.90,27367.95,54890.70,61,90,72,22.6,1003.9
2023-07-26,19.9,14.4,27.7,3.60,30503.48,54747.25,53,62,73,18.1,1006.9
2023-07-27,22.9,13.4,18.0,0.00,49899.48,54601.07,2,12,59,18.2,1014.0
2023-07-28,28.4,15.0,21.2,0.00,46873.29,54452.36,3,73,61,21.9,1011.6
2023-07-29,29.4,17.8,15.9,0.00,49364.05,54301.27,3,43,67,23.6,1011.6
2023-07-30,24.1,18.8,17.1,7.20,17663.79,54147.98,61,60,78,21.1,1012.0
2023-07-31,25.5,16.9,20.6,0.00,49612.67,53992.65,3,42,64,21.1,1012.9
2023-08-01,28.5,14.8,21.1,5.70,32400.00,53835.45,61,85,68,21.5,1007.3
2023-08-02,26.5,15.2,20.7,0.00,49459.80,53676.55,3,42,64,21.2,1007.8
2023-08-03,28.2,17.6,19.9,0.40,49381.21,53516.09,51,24,65,23.1,1007.5
2023-08-04,26.8,17.2,16.2,11.50,45969.18,53354.22,65,46,74,22.1,1010.5
2023-08-05,26.9,18.4,16.2,31.20,22418.46,53191.11,65,90,84,22.4,1004.6
2023-08-06,19.8,16.4,28.7,9.90,15645.39,53026.67,61,99,84,17.8,1002.8
2023-08-07,19.0,15.1,32.4,0.40,47831.30,52859.64,51,54,63,16.5,1011.0
2023-08-08,21.2,13.5,21.5,0.10,47496.54,52689.90,51,63,61,17.3,1017.6
2023-08-09,23.1,11.4,14.6,3.20,19795.26,52517.66,61,82,69,17.8,1018.0
2023-08-10,23.5,13.3,14.3,1.00,48516.11,52343.09,53,28,68,18.2,1019.9
2023-08-11,25.4,12.0,14.6,0.00,48205.94,52166.38,3,16,62,18.7,1022.3
2023-08-12,27.8,12.9,11.5,0.00,47701.85,51987.70,2,7,61,20.7,1021.9
2023-08-13,28.9,15.8,10.2,0.00,47472.65,51807.22,0,1,57,23.1,1020.5
2023-08-14,30.5,15.8,12.0,0.00,47249.31,51625.11,1,2,59,24.0,1020.6
2023-08-15,31.4,17.7,17.3,0.50,42376.02,51441.54,53,32,61,25.0,1019.3
2023-08-16,28.5,18.9,17.7,16.60,43982.48,51256.66,65,48,69,23.7,1018.8
2023-08-17,26.5,19.3,13.9,6.90,36637.91,51070.62,61,61,79,22.3,1018.2
2023-08-18,29.0,19.0,10.9,4.10,38054.60,50883.59,61,44,79,23.4,1017.4
2023-08-19,29.9,19.5,8.9,2.80,44336.20,50695.71,61,87,72,24.5,1018.2
2023-08-20,32.6,20.4,11.6,0.00,45891.59,50507.11,2,9,64,26.5,1019.5
2023-08-21,33.8,20.5,9.2,0.00,45740.14,50317.95,2,10,61,27.5,1020.1
2023-08-22,34.2,21.8,10.5,0.00,45672.75,50128.36,3,8,59,28.2,1018.5
2023-08-23,33.3,21.6,21.7,0.80,45560.95,49938.47,53,40,62,27.4,1015.9
2023-08-24,32.3,20.5,13.8,0.00,45190.88,49748.41,1,5,62,26.3,1016.5
2023-08-25,32.2,18.8,12.5,0.00,42473.33,49558.33,3,62,64,26.2,1014.0
2023-08-26,35.2,21.1,19.1,0.00,45012.52,49368.12,3,13,57,28.4,1011.5
2023-08-27,34.7,21.2,17.8,0.00,45254.93,49176.47,3,24,55,28.1,1008.2
2023-08-28,35.2,20.0,21.2,1.00,43715.48,48983.23,53,60,55,28.1,1004.0
2023-08-29,27.7,18.4,14.0,12.00,20033.97,48788.54,63,95,78,22.3,1003.3
2023-08-30,23.4,15.9,16.2,0.00,43124.60,48592.56,3,64,76,18.7,1006.1
2023-08-31,23.1,14.6,15.4,0.00,39836.05,48395.41,3,57,67,18.4,1012.6
2023-09-01,24.9,13.1,14.3,0.10,43327.05,48197.23,51,48,71,19.1,1018.5
2023-09-02,27.8,14.4,12.3,0.30,43652.16,47998.17,51,9,72,21.1,1020.2
2023-09-03,23.5,17.0,23.7,8.30,40320.46,47798.34,63,78,72,20.1,1021.7
2023-09-04,24.1,13.9,19.0,0.00,43161.11,47597.89,3,22,57,19.4,1023.9
2023-09-05,25.5,15.2,18.2,0.00,43139.53,47396.93,2,9,59,20.0,1024.1
2023-09-06,26.4,13.4,10.8,0.00,42900.30,47195.59,0,0,64,19.8,1023.5
2023-09-07,27.0,14.0,11.5,0.00,42667.51,46994.00,0,1,63,20.1,1023.4
2023-09-08,27.4,14.4,12.1,0.00,42441.65,46792.25,0,0,63,20.7,1022.1
2023-09-09,28.1,14.9,8.7,0.00,42312.87,46590.50,1,3,61,21.5,1020.2
2023-09-10,28.8,14.6,9.1,0.00,42097.47,46388.84,1,1,61,22.0,1019.4
2023-09-11,29.9,14.8,10.5,0.00,41890.46,46187.39,0,0,57,23.1,1016.1
2023-09-12,30.1,16.7,13.0,0.00,41692.48,45986.26,3,28,55,23.8,1014.3
2023-09-13,29.8,16.5,16.5,0.00,40940.23,45785.58,3,55,61,23.1,1013.9
2023-09-14,25.4,17.6,19.4,1.40,38174.34,45585.45,53,81,78,20.7,1016.0
2023-09-15,24.1,16.4,9.3,0.80,29796.18,45385.78,51,51,71,19.6,1020.2
2023-09-16,22.9,14.6,12.9,1.00,37728.12,45185.22,53,38,77,18.4,1020.2
2023-09-17,25.9,14.1,10.1,0.50,40208.39,44983.62,51,30,79,19.6,1019.5
2023-09-18,27.5,15.4,20.0,4.30,36109.15,44781.10,63,53,71,21.3,1016.0
2023-09-19,24.2,16.0,21.6,0.10,25200.00,44577.79,51,72,74,20.3,1013.6
2023-09-20,25.9,13.8,12.2,0.00,39961.02,44373.80,3,28,70,19.7,1016.9
2023-09-21,25.3,15.4,17.3,1.50,34778.98,44169.26,55,49,68,20.3,1011.5
2023-09-22,28.2,16.8,22.3,0.00,39600.00,43964.29,3,56,65,22.0,1008.4
2023-09-23,20.0,15.4,14.3,22.00,0.00,43759.02,63,100,84,18.2,1012.6
2023-09-24,16.5,14.5,16.6,9.50,0.00,43553.55,61,99,88,15.6,1018.6
2023-09-25,24.5,14.6,15.0,1.30,33637.61,43348.02,53,56,76,19.4,1023.0
2023-09-26,26.6,15.6,14.3,0.00,39299.81,43142.54,3,18,70,20.0,1023.5
2023-09-27,26.2,13.6,11.7,0.00,39217.10,42937.23,3,13,66,19.0,1023.2
2023-09-28,25.8,12.6,8.8,0.00,39134.04,42732.21,3,7,68,18.7,1021.9
2023-09-29,25.5,12.7,9.6,0.00,38950.36,42527.59,0,0,64,18.6,1022.2
2023-09-30,23.9,12.1,14.7,0.40,18583.97,42323.52,51,62,74,17.6,1021.6
2023-10-01,20.9,10.5,17.6,0.00,38304.93,42120.09,3,34,66,15.6,1024.4
2023-10-02,22.6,10.4,8.1,0.00,38328.95,41917.43,1,9,68,16.4,1025.4
2023-10-03,24.2,10.8,17.8,0.00,38122.80,41715.68,3,22,69,17.0,1022.1
2023-10-04,20.1,9.8,28.0,13.00,13978.97,41514.95,63,87,73,15.2,1024.8
2023-10-05,21.3,7.9,12.3,0.00,36770.10,41315.14,3,83,72,14.2,1025.4
2023-10-06,21.0,10.4,11.7,0.00,31449.09,41114.81,3,50,67,14.5,1025.8
2023-10-07,22.5,8.6,19.8,0.00,37299.17,40913.78,3,59,66,15.9,1021.6
2023-10-08,21.9,9.3,33.0,0.00,20287.23,40712.18,3,69,50,16.4,1019.9
2023-10-09,14.5,8.5,13.7,1.50,14400.00,40510.16,53,99,64,10.8,1022.8
2023-10-10,16.3,10.0,8.1,0.60,26621.52,40307.84,53,68,85,12.5,1022.2
2023-10-11,21.9,8.2,15.3,0.00,33412.22,40105.37,3,51,82,14.8,1023.1
2023-10-12,22.7,10.1,10.4,0.00,36252.32,39902.89,3,40,80,15.8,1019.1
2023-10-13,25.1,14.5,11.6,0.00,33991.96,39700.55,3,83,75,18.4,1018.3
2023-10-14,23.4,12.7,14.5,0.00,35819.33,39498.48,3,21,78,17.2,1012.4
2023-10-15,16.5,8.6,22.1,2.70,0.00,39296.84,55,81,74,12.4,1014.6
2023-10-16,12.8,3.8,21.6,0.00,35402.02,39095.76,3,14,68,8.1,1021.9
2023-10-17,12.6,1.8,7.7,0.00,32400.00,38895.42,3,86,71,7.7,1022.1
2023-10-18,14.1,1.6,10.6,0.00,32702.50,38695.95,3,64,76,7.5,1018.0
2023-10-19,18.1,8.1,15.6,3.60,18000.00,38497.52,55,97,81,12.7,1005.4
2023-10-20,25.7,15.6,27.0,0.00,11698.28,38300.28,3,98,64,20.3,996.2
2023-10-21,22.4,15.9,21.2,8.60,10001.94,38104.40,61,99,78,18.7,1002.8
2023-10-22,18.8,9.9,20.4,8.10,28913.08,37910.05,63,49,83,14.8,1010.2
2023-10-23,19.0,8.9,10.9,0.00,30897.42,37717.39,3,68,80,13.5,1016.6
2023-10-24,20.8,9.8,17.1,3.90,24107.37,37526.60,63,95,81,14.8,1009.7
2023-10-25,17.9,12.6,26.8,13.40,21813.19,37337.61,63,86,82,14.7,1002.6
2023-10-26,18.1,10.8,12.9,0.20,28498.57,37148.80,51,67,82,13.9,1000.3
2023-10-27,16.0,11.9,30.9,22.50,3600.00,36959.98,63,73,87,13.6,995.3
2023-10-28,15.6,7.8,18.2,0.30,29445.46,36771.31,51,65,83,11.7,1007.1
2023-10-29,19.9,7.5,24.0,0.10,30488.22,36582.97,51,83,80,13.6,1011.8
2023-10-30,21.2,13.6,22.8,0.00,29168.27,36395.14,3,92,65,16.7,1011.4
2023-10-31,19.0,10.8,20.3,4.40,16397.59,36207.98,61,92,70,14.2,1005.7
2023-11-01,16.3,9.2,21.1,0.00,32097.43,36021.68,3,26,74,11.8,1013.4
2023-11-02,17.3,8.1,24.4,1.80,31942.49,35836.43,55,72,73,12.3,1005.0
2023-11-03,14.7,6.2,30.1,9.80,67.08,35652.42,61,72,82,12.0,992.1
2023-11-04,12.4,4.8,13.1,1.20,16635.27,35469.84,51,58,87,7.9,998.3
2023-11-05,13.6,6.3,24.8,14.00,6533.34,35288.89,63,58,90,9.4,992.8
2023-11-06,16.1,6.3,17.7,0.00,31153.49,35109.77,2,15,75,10.7,1009.7
2023-11-07,13.4,6.1,8.7,1.00,27360.31,34932.69,55,69,93,9.1,1016.3
2023-11-08,12.0,3.3,25.9,1.40,30769.23,34757.87,55,18,81,8.2,1017.7
2023-11-09,12.8,2.0,20.5,0.00,30580.50,34585.52,3,43,78,7.2,1017.9
2023-11-10,8.8,4.4,12.7,9.50,0.00,34415.87,61,100,87,7.2,1009.1
2023-11-11,8.2,6.5,27.7,10.00,0.00,34249.15,61,100,90,7.4,1002.9
2023-11-12,10.1,3.4,27.7,0.00,30031.04,34085.59,3,32,70,6.3,1010.7
2023-11-13,8.7,1.2,9.6,0.90,6000.77,33925.43,51,94,86,5.6,1014.4
2023-11-14,13.8,8.2,18.8,6.00,8314.65,33768.66,55,96,84,10.8,1010.4
2023-11-15,12.6,6.8,32.5,5.80,28894.29,33613.65,61,46,80,9.8,1011.1
2023-11-16,12.7,6.6,21.3,0.20,28889.34,33460.26,51,52,74,9.1,1017.2
2023-11-17,9.6,4.3,31.6,1.60,0.00,33308.65,51,99,80,7.3,1009.0
2023-11-18,7.0,1.2,32.8,0.00,29004.45,33159.02,3,30,69,4.3,1020.1
2023-11-19,4.7,-1.0,12.7,1.40,671.21,33011.56,53,87,89,2.2,1019.1
2023-11-20,12.6,0.9,17.7,0.20,9343.26,32866.46,51,59,86,6.2,1012.8
2023-11-21,9.8,2.9,9.4,0.00,0.00,32723.94,3,100,90,6.0,1011.9
2023-11-22,8.8,1.3,15.3,0.00,22842.55,32584.19,3,75,86,4.7,1020.2
2023-11-23,6.9,-1.8,19.8,0.00,19465.07,32447.42,3,51,79,1.9,1022.1
2023-11-24,8.7,-0.1,22.9,1.50,14944.03,32313.86,53,83,82,4.6,1003.0
2023-11-25,4.6,-1.3,27.3,0.00,27911.00,32183.70,3,30,73,1.7,1000.6
2023-11-26,2.8,-2.2,26.5,0.00,26346.78,32057.18,3,29,71,-0.4,1009.1
2023-11-27,4.1,-2.8,12.9,0.70,406.64,31934.51,71,92,87,0.8,1010.4
2023-11-28,5.8,1.9,18.4,9.80,0.00,31815.92,61,96,92,3.7,995.1
2023-11-29,2.2,-3.8,27.2,0.00,27051.81,31701.65,3,19,78,-1.2,1008.4
2023-11-30,1.3,-3.3,10.9,20.80,0.00,31591.91,75,97,88,-0.4,1008.4
2023-12-01,2.5,0.6,11.5,18.90,0.00,31486.95,61,100,94,1.7,1002.7
2023-12-02,5.0,-1.6,31.2,0.80,1748.85,31387.00,51,87,91,1.4,1000.3
2023-12-03,0.3,-4.4,29.9,0.20,23737.96,31292.29,71,48,71,-1.7,1020.6
2023-12-04,1.2,-5.9,12.8,0.00,25431.14,31202.88,3,48,79,-2.8,1025.5
2023-12-05,2.3,-3.2,10.7,0.90,2760.73,31117.72,71,100,81,-0.8,1017.0
2023-12-06,1.0,-0.7,12.5,14.40,0.00,31036.66,75,100,95,0.2,1014.6
2023-12-07,0.6,0.3,8.9,16.80,0.00,30959.82,75,100,97,0.5,1017.7
2023-12-08,1.0,-2.2,10.5,0.00,0.00,30887.30,3,98,96,-0.5,1020.9
2023-12-09,1.0,-2.0,13.6,0.00,7616.66,30819.20,3,100,96,-0.4,1020.6
2023-12-10,0.9,-5.1,14.8,3.60,0.00,30755.63,73,86,96,-0.9,1014.7
2023-12-11,3.2,-3.3,11.0,0.30,16401.83,30696.69,51,83,95,0.6,1012.6
2023-12-12,7.9,-2.7,11.5,0.70,25255.53,30642.48,53,50,91,2.8,1012.0
2023-12-13,4.8,3.2,11.5,18.60,0.00,30593.10,61,100,97,3.9,1003.3
2023-12-14,7.6,2.6,19.1,0.70,9440.71,30548.65,51,89,93,4.5,1009.4
