latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.486816,19.06404,113.0,3600,Europe/Berlin,GMT+1

time,temperature_2m_max (°C),temperature_2m_min (°C),wind_speed_10m_max (km/h),precipitation_sum (mm),sunshine_duration (s),daylight_duration (s),weather_code (wmo code),cloud_cover_mean (%),relative_humidity_2m_mean (%),temperature_2m_mean (°C),pressure_msl_mean (hPa)
2021-08-09,28.2,17.9,18.2,5.00,48223.93,52421.57,63,36,67,22.9,1018.2
2021-08-10,29.7,17.6,10.5,0.00,47983.51,52245.49,2,15,59,24.2,1018.1
2021-08-11,29.5,18.0,18.0,0.00,46850.96,52068.32,3,25,58,24.3,1017.2
2021-08-12,29.4,17.2,10.2,0.00,46941.96,51890.21,3,35,56,23.7,1021.0
2021-08-13,30.8,19.3,13.3,0.20,46918.07,51711.30,51,52,53,24.6,1022.3
2021-08-14,32.3,19.0,11.5,0.00,46605.23,51531.75,2,24,59,25.7,1020.0
2021-08-15,33.0,21.4,11.1,0.50,39314.35,51351.67,53,42,61,27.1,1014.9
2021-08-16,31.8,19.2,13.6,0.00,42799.42,51171.03,3,43,59,26.6,1010.1
2021-08-17,21.1,13.9,30.7,1.80,35517.00,50988.46,53,60,69,18.1,1013.7
2021-08-18,20.9,13.2,19.1,0.00,32687.83,50803.87,3,51,65,17.0,1016.7
2021-08-19,23.8,12.9,12.5,0.00,45455.09,50617.41,3,34,68,19.0,1016.3
2021-08-20,24.5,15.4,12.0,0.00,37932.62,50429.24,3,46,68,20.5,1016.9
2021-08-21,26.4,16.5,7.6,0.10,45434.09,50239.52,51,26,68,21.6,1018.5
2021-08-22,28.1,16.6,9.0,0.00,41517.51,50048.41,3,64,67,22.3,1017.5
2021-08-23,21.5,16.9,17.1,2.60,13616.35,49856.04,53,96,82,19.5,1016.1
2021-08-24,22.8,15.1,16.0,0.30,45452.95,49662.58,51,32,72,19.0,1016.5
2021-08-25,21.1,13.2,13.4,1.90,32400.00,49468.16,53,74,65,16.9,1017.2
2021-08-26,22.0,10.9,13.4,1.70,28141.68,49272.92,53,61,71,16.2,1011.4
2021-08-27,19.2,11.4,15.7,3.10,42819.05,49076.99,61,50,77,15.2,1012.3
2021-08-28,20.1,9.8,8.9,0.60,29564.58,48880.52,51,76,77,15.1,1014.8
2021-08-29,21.2,13.1,16.5,4.30,37005.68,48683.62,63,69,78,16.3,1011.2
2021-08-30,20.8,12.2,16.8,1.80,43963.66,48486.44,61,65,74,16.1,1012.1
2021-08-31,20.9,11.9,25.1,0.30,43602.17,48289.09,51,69,74,16.6,1014.5
2021-09-01,19.9,14.6,28.9,0.40,39567.73,48091.69,51,45,69,17.0,1018.3
2021-09-02,22.0,12.3,16.2,0.00,42351.07,47894.37,3,38,66,17.1,1022.9
2021-09-03,22.9,12.6,10.8,0.00,41698.87,47697.25,3,34,63,18.1,1021.0
2021-09-04,24.5,10.9,7.6,0.00,43318.77,47500.45,3,25,65,18.3,1017.3
2021-09-05,23.7,13.3,14.9,0.00,42972.63,47303.87,2,12,60,18.2,1021.3
2021-09-06,22.7,10.6,10.7,0.00,42741.73,47106.18,3,15,56,16.7,1025.0
2021-09-07,24.0,10.6,7.2,0.00,41225.34,46907.24,3,44,68,17.5,1024.7
2021-09-08,24.8,13.2,8.9,0.00,42018.88,46707.17,3,20,61,18.1,1023.9
2021-09-09,25.1,10.8,11.7,0.00,42260.73,46506.10,2,13,57,17.8,1020.5
2021-09-10,25.9,10.4,11.2,0.00,42046.18,46304.17,0,1,58,18.6,1018.6
2021-09-11,26.8,12.2,9.4,0.00,41839.32,46101.49,0,2,57,19.5,1017.4
2021-09-12,27.4,12.9,10.3,0.00,41712.38,45898.20,1,5,55,20.1,1016.1
2021-09-13,26.3,13.2,9.7,0.00,40928.80,45694.41,3,28,66,20.1,1016.0
2021-09-14,27.0,14.4,8.0,0.00,40651.38,45490.24,3,47,68,20.7,1017.4
2021-09-15,28.9,16.5,15.8,0.00,39640.71,45285.81,3,47,60,22.0,1016.0
2021-09-16,27.5,17.4,15.6,0.60,39581.43,45081.25,53,78,64,21.9,1012.9
2021-09-17,20.4,15.2,24.7,9.70,11476.81,44876.66,61,78,78,18.6,1010.1
2021-09-18,20.1,12.4,20.6,1.90,39600.00,44672.17,55,20,74,15.6,1013.2
2021-09-19,19.3,10.7,18.0,0.00,40058.06,44467.89,1,10,69,14.7,1013.2
2021-09-20,16.3,9.6,16.4,0.20,20263.36,44263.92,51,71,68,12.6,1016.9
2021-09-21,15.4,7.2,11.3,0.00,30231.74,44060.41,3,69,66,11.9,1024.6
2021-09-22,15.7,8.1,19.9,3.80,16989.56,43857.44,55,68,73,11.6,1022.5
2021-09-23,18.0,7.1,16.1,0.00,29991.79,43655.14,3,65,69,12.9,1020.9
2021-09-24,20.2,12.1,28.3,0.00,22720.14,43453.64,3,70,66,16.4,1014.5
2021-09-25,23.6,12.1,13.0,0.00,39343.49,43252.82,1,4,71,17.4,1019.5
2021-09-26,25.2,10.6,11.6,0.00,39261.29,43051.29,3,24,71,18.5,1019.7
2021-09-27,20.5,14.4,10.1,4.00,15761.18,42848.89,53,83,82,17.2,1017.2
2021-09-28,23.2,15.7,12.6,1.60,36537.88,42645.75,53,71,80,18.7,1018.1
2021-09-29,20.7,12.4,10.5,1.30,21526.05,42441.99,53,88,84,15.6,1020.9
2021-09-30,15.6,10.7,15.5,14.60,0.00,42237.74,61,85,90,14.0,1025.3
2021-10-01,17.4,10.4,8.3,0.00,30489.96,42033.13,3,76,78,14.2,1026.7
2021-10-02,18.4,9.1,17.6,0.00,38237.46,41828.29,3,25,68,13.5,1022.9
2021-10-03,20.2,7.1,20.2,0.00,38027.72,41623.34,0,1,66,13.8,1019.9
2021-10-04,22.9,10.2,14.8,0.00,37817.62,41418.41,1,6,68,16.1,1019.4
2021-10-05,22.9,12.4,20.1,1.00,37607.33,41213.65,53,36,60,17.0,1018.0
2021-10-06,14.8,11.1,15.5,9.30,0.00,41009.17,61,100,83,12.3,1019.4
2021-10-07,16.4,11.1,16.8,7.60,7200.00,40805.11,55,98,77,12.6,1022.3
2021-10-08,16.0,8.4,21.5,0.00,35258.04,40601.60,3,64,58,11.7,1026.2
2021-10-09,14.0,5.3,18.3,0.00,36766.88,40398.78,3,20,49,9.3,1028.4
2021-10-10,10.8,6.5,15.1,5.30,0.00,40196.79,55,100,72,8.8,1025.9
2021-10-11,14.2,9.1,14.0,0.30,24375.09,39995.76,51,98,63,11.4,1020.1
2021-10-12,14.1,6.3,18.8,0.10,34283.66,39795.84,51,61,66,10.0,1015.4
2021-10-13,11.5,5.2,22.6,0.00,26920.47,39597.18,3,56,76,7.7,1017.4
2021-10-14,11.2,3.2,9.4,0.40,26142.49,39399.91,51,44,75,7.1,1024.2
2021-10-15,12.9,2.7,9.1,0.00,35523.77,39203.96,0,0,73,7.5,1021.7
2021-10-16,15.7,2.7,10.5,0.00,29857.80,39007.78,3,39,76,8.4,1019.7
2021-10-17,14.1,4.1,9.7,0.00,34525.88,38811.19,3,18,75,8.3,1022.4
2021-10-18,14.3,3.8,11.6,0.00,29390.37,38614.33,3,56,75,8.7,1025.4
2021-10-19,15.4,4.2,13.7,0.00,33112.52,38417.37,3,81,77,9.5,1028.4
2021-10-20,17.6,5.3,19.1,0.00,33254.42,38220.44,3,50,74,11.0,1022.2
2021-10-21,19.0,11.7,36.2,0.30,23497.96,38023.72,51,92,68,14.9,1011.4
2021-10-22,17.1,8.4,18.4,3.20,22253.72,37827.37,61,76,78,12.4,1016.9
2021-10-23,13.1,5.8,24.2,0.00,32777.88,37631.54,2,14,57,8.9,1025.5
2021-10-24,12.0,1.5,9.8,0.00,32705.31,37436.40,0,0,69,6.4,1032.7
2021-10-25,13.1,-0.2,13.0,0.00,32580.86,37242.12,0,0,72,6.1,1029.7
2021-10-26,12.2,1.0,9.1,0.00,32400.00,37048.88,3,80,77,5.9,1025.3
2021-10-27,14.1,1.3,9.6,0.00,32400.00,36856.85,3,25,75,7.5,1027.9
2021-10-28,14.3,1.6,9.7,0.00,32400.00,36666.21,2,14,75,7.5,1027.7
2021-10-29,15.5,1.9,11.4,0.00,32353.89,36477.15,1,1,72,7.4,1023.9
2021-10-30,16.5,4.8,17.7,0.00,32241.82,36289.86,0,0,72,9.5,1021.5
2021-10-31,14.8,3.7,14.8,0.00,32139.34,36104.54,1,2,79,8.2,1019.5
2021-11-01,13.4,2.2,16.2,1.00,31781.67,35921.37,51,38,79,8.4,1011.3
2021-11-02,9.8,5.0,15.3,3.30,0.00,35740.57,55,79,86,7.8,1004.2
2021-11-03,12.6,2.8,17.6,0.50,28011.88,35562.35,51,86,88,7.7,1010.1
2021-11-04,16.4,7.2,21.5,10.20,9124.27,35386.65,63,96,86,11.8,1007.1
2021-11-05,10.9,5.4,16.3,0.00,21986.62,35211.82,3,72,70,8.0,1020.5
2021-11-06,12.2,2.7,16.4,0.00,31075.15,35037.67,3,41,75,7.1,1028.8
2021-11-07,10.6,4.0,11.0,0.70,17073.72,34864.40,53,80,86,7.4,1021.7
2021-11-08,10.9,3.2,13.6,0.80,19446.20,34692.18,51,71,78,7.2,1020.9
2021-11-09,12.0,1.3,10.6,0.00,30510.25,34521.21,0,1,81,5.5,1030.3
2021-11-10,8.9,0.2,17.2,0.00,28246.04,34351.68,3,29,90,4.3,1033.8
2021-11-11,9.1,1.1,13.2,0.00,30139.41,34183.80,3,24,88,4.1,1028.5
2021-11-12,11.1,0.6,7.2,0.00,21768.70,34017.77,3,51,87,4.6,1023.8
2021-11-13,5.4,0.2,10.0,0.40,0.00,33853.78,51,97,96,2.9,1021.2
2021-11-14,9.2,3.7,9.4,0.00,8113.60,33692.08,3,96,92,5.5,1022.4
2021-11-15,11.2,2.0,9.1,0.00,23501.77,33532.87,3,48,91,5.9,1027.2
2021-11-16,9.0,0.5,8.7,0.00,28070.38,33376.38,3,72,92,4.0,1027.8
2021-11-17,8.9,1.2,10.8,0.00,12410.92,33222.82,3,99,81,5.7,1024.0
2021-11-18,10.2,4.3,21.6,0.00,23155.85,33072.45,3,72,73,6.7,1027.0
2021-11-19,10.6,4.4,22.8,0.10,3690.40,32925.49,51,98,77,8.2,1025.6
2021-11-20,12.9,4.8,21.9,0.00,28425.12,32782.19,3,21,78,9.0,1022.4
2021-11-21,9.9,1.0,10.8,0.00,16468.23,32642.79,3,63,93,4.7,1014.3
2021-11-22,7.9,4.0,9.4,0.80,0.00,32507.56,51,99,93,6.3,1016.0
2021-11-23,7.3,0.4,15.0,0.00,27504.15,32376.73,3,36,78,4.0,1025.4
2021-11-24,6.0,-3.6,9.8,0.00,27889.56,32250.34,0,0,83,0.1,1026.2
2021-11-25,5.5,-3.8,15.8,0.00,0.00,32126.98,3,84,91,1.6,1016.7
2021-11-26,5.8,0.8,20.4,7.20,0.00,32006.48,61,91,93,3.3,1000.2
2021-11-27,4.4,-2.5,17.7,0.20,9286.33,31889.02,51,87,91,1.5,998.7
2021-11-28,9.4,1.8,18.6,3.80,10794.52,31774.76,53,100,95,4.8,995.9
2021-11-29,4.3,-0.3,27.5,0.30,25555.58,31663.87,51,70,81,2.0,998.9
2021-11-30,5.7,-0.7,24.3,3.20,24723.22,31556.51,73,60,75,2.0,1008.5
2021-12-01,8.2,3.0,25.3,0.90,3600.00,31452.85,51,82,78,6.0,1006.6
2021-12-02,7.9,4.7,21.1,22.30,0.00,31353.07,71,100,89,6.1,1001.0
2021-12-03,4.8,-3.7,18.7,2.80,24044.54,31257.33,61,62,76,2.2,1010.3
2021-12-04,2.0,-5.1,10.0,0.00,25617.35,31165.82,3,74,82,-1.7,1011.8
2021-12-05,2.5,-1.0,12.2,3.40,101.31,31078.71,73,100,94,0.5,1006.1
2021-12-06,3.0,-1.4,18.0,4.90,0.00,30996.16,75,98,91,1.3,1008.2
2021-12-07,3.3,-2.3,19.4,0.00,25691.82,30918.36,3,78,81,0.3,1011.2
2021-12-08,2.9,-4.1,12.7,0.00,25898.12,30845.49,3,41,87,-1.0,1011.1
2021-12-09,3.2,-0.6,21.3,6.30,3973.21,30777.71,73,100,91,0.6,1006.0
2021-12-10,1.9,-1.6,12.7,0.00,2798.27,30715.20,3,99,92,0.5,1006.0
2021-12-11,4.2,0.6,19.4,0.10,11474.54,30658.12,51,96,86,1.7,1011.8
2021-12-12,4.1,-0.6,26.5,0.00,25679.43,30606.66,3,80,74,1.0,1018.8
2021-12-13,4.8,-3.4,17.3,0.00,25716.82,30560.98,3,50,82,-0.1,1024.7
2021-12-14,3.7,-3.8,6.6,0.00,25754.02,30521.16,3,41,88,-1.1,1027.7
2021-12-15,4.4,-2.0,8.9,0.00,14126.14,30486.68,3,88,90,0.1,1030.5
2021-12-16,5.8,-2.2,17.1,0.20,10018.52,30457.43,51,70,94,2.8,1030.6
2021-12-17,6.9,2.5,28.8,0.00,25724.23,30433.43,2,27,80,4.0,1029.1
2021-12-18,5.5,0.8,24.5,0.20,20605.79,30414.67,51,54,74,2.8,1030.6
2021-12-19,6.1,2.5,28.1,0.00,364.60,30401.16,3,96,80,4.7,1018.7
2021-12-20,4.7,-0.2,27.0,0.30,25368.94,30392.89,51,27,71,2.1,1017.7
2021-12-21,2.2,-3.9,19.7,0.00,25250.29,30389.84,3,29,73,-1.4,1025.4
2021-12-22,-0.6,-5.8,8.2,0.00,9631.93,30392.02,3,74,81,-3.4,1029.4
2021-12-23,-0.6,-6.3,12.6,0.00,7089.59,30399.41,3,92,72,-3.2,1023.2
2021-12-24,5.7,-3.2,19.5,5.10,1266.46,30411.97,71,96,87,1.9,1007.6
2021-12-25,8.1,-0.5,20.1,1.10,3079.54,30429.71,53,99,92,3.4,1007.2
2021-12-26,1.4,-3.4,11.8,0.40,17157.97,30452.59,71,100,66,-1.0,1013.6
2021-12-27,1.2,-4.2,8.2,0.00,2830.38,30480.59,3,90,58,-2.0,1012.9
2021-12-28,0.6,-2.0,12.2,1.80,0.00,30513.67,71,99,88,-0.4,1011.3
2021-12-29,2.5,-0.9,8.9,1.80,0.00,30551.81,73,76,96,0.3,1010.0
2021-12-30,3.2,-1.5,6.9,1.40,499.60,30594.96,53,94,98,0.4,1020.1
2021-12-31,14.1,3.8,14.0,0.40,26155.07,30643.09,51,66,90,8.3,1021.1
2022-01-01,13.9,6.8,25.2,0.00,25425.92,30696.17,3,72,81,10.4,1022.6
2022-01-02,11.4,3.5,14.1,0.00,23525.28,30754.14,3,88,90,7.2,1022.4
2022-01-03,12.9,3.7,30.2,0.30,7465.42,30817.07,51,92,69,8.9,1014.8
2022-01-04,10.2,4.4,26.7,0.20,4206.92,30885.67,51,99,84,7.9,1006.9
2022-01-05,11.5,3.8,24.1,1.40,306.38,30959.89,53,100,80,8.2,1002.7
2022-01-06,5.8,-1.5,25.0,0.00,24294.75,31039.56,3,64,63,3.0,1013.4
2022-01-07,1.8,-5.4,12.0,0.00,26708.95,31124.47,0,0,73,-2.6,1023.2
2022-01-08,1.1,-5.7,7.6,0.00,24849.66,31214.41,3,58,76,-3.3,1017.1
2022-01-09,0.6,-6.1,10.8,0.00,19354.07,31309.20,3,70,85,-3.1,1008.8
2022-01-10,4.2,-3.8,15.4,0.00,27034.10,31408.62,3,56,76,-0.9,1014.6
2022-01-11,3.3,-3.7,20.9,0.00,27152.58,31512.49,3,22,59,-0.6,1027.6
2022-01-12,0.6,-6.0,12.8,0.00,27275.72,31620.60,2,6,70,-3.7,1035.3
2022-01-13,3.3,-6.9,14.5,0.00,27403.25,31732.77,3,43,76,-1.9,1036.6
2022-01-14,7.1,-0.4,22.5,0.00,27534.94,31848.79,3,18,77,2.9,1027.0
2022-01-15,5.7,-4.2,20.0,0.00,27670.56,31968.48,3,15,79,1.3,1027.6
2022-01-16,1.3,-5.6,14.0,0.00,26303.24,32091.64,3,69,85,-2.8,1026.5
2022-01-17,6.1,-0.2,34.8,2.00,4550.31,32218.09,53,73,75,3.0,1021.2
2022-01-18,3.8,-1.8,26.0,0.00,28098.68,32347.65,3,13,69,0.8,1032.1
2022-01-19,3.5,-4.7,10.5,0.00,28203.43,32480.12,2,10,81,-1.8,1030.6
2022-01-20,4.9,-4.4,24.6,0.70,16133.00,32615.35,71,61,79,-0.0,1018.5
2022-01-21,1.8,-2.5,30.1,0.40,28397.08,32753.13,73,43,64,-1.1,1022.0
2022-01-22,3.2,-4.2,22.4,1.10,24883.75,32893.32,73,41,64,-0.8,1022.5
2022-01-23,2.0,-4.8,15.1,0.00,25350.01,33035.97,3,40,64,-2.0,1029.6
2022-01-24,-0.1,-6.6,8.3,0.00,28757.28,33182.60,1,4,67,-4.2,1036.4
2022-01-25,2.3,-6.9,14.8,0.00,10055.60,33333.30,3,68,80,-2.2,1032.3
2022-01-26,4.0,-0.6,18.9,0.00,9126.91,33487.79,3,80,88,0.9,1027.7
2022-01-27,6.0,-1.5,22.6,0.00,27169.48,33645.83,3,95,76,1.9,1023.3
2022-01-28,7.2,1.8,39.9,0.00,27883.83,33807.18,3,69,67,4.0,1020.8
2022-01-29,5.7,-0.9,27.3,1.00,14723.36,33971.60,51,79,70,2.2,1025.7
2022-01-30,8.8,2.4,43.5,1.00,28021.74,34138.84,53,50,61,5.4,1014.4
2022-01-31,5.6,0.2,26.5,0.10,5584.02,34308.67,51,78,64,2.7,1010.6
2022-02-01,5.2,-0.9,19.5,0.10,29437.88,34480.88,71,44,78,1.4,1010.3
2022-02-02,7.1,0.6,28.3,3.00,29514.36,34655.23,75,55,75,3.5,1007.8
2022-02-03,6.7,-0.8,27.5,0.00,30247.36,34831.52,3,36,67,2.4,1021.3
2022-02-04,7.5,0.6,12.2,0.10,25410.86,35009.52,71,70,66,3.7,1017.0
2022-02-05,8.2,-0.2,26.1,0.00,30674.98,35189.04,3,41,68,3.7,1018.9
2022-02-06,8.6,-0.9,22.7,0.50,28894.62,35369.87,51,88,68,3.9,1017.9
2022-02-07,6.7,2.2,35.9,2.40,19079.06,35551.82,53,58,71,4.8,1007.9
2022-02-08,7.6,1.0,29.5,0.10,27748.76,35734.69,51,48,63,4.3,1024.9
2022-02-09,11.7,1.5,26.3,0.00,19480.55,35918.30,3,54,77,7.0,1027.4
2022-02-10,12.1,0.2,11.3,0.00,32235.16,36102.46,2,8,79,4.7,1024.2
2022-02-11,13.0,0.8,25.5,0.20,23522.66,36286.99,51,57,72,5.8,1022.8
2022-02-12,8.8,-1.4,18.4,0.00,32632.95,36471.99,1,5,63,3.2,1033.2
2022-02-13,6.7,-4.6,11.6,0.00,32833.79,36659.14,1,4,75,-0.1,1029.6
2022-02-14,7.6,-3.5,16.2,1.80,22236.75,36848.62,53,46,81,2.1,1019.8
2022-02-15,13.2,2.3,13.0,0.40,30934.34,37040.23,51,81,83,6.7,1014.9
2022-02-16,10.8,3.4,15.9,1.80,18475.25,37233.76,53,74,81,6.0,1014.1
2022-02-17,14.6,5.1,36.1,1.90,21844.95,37429.02,53,77,67,8.9,1004.4
2022-02-18,12.7,4.0,28.5,0.00,19808.22,37625.83,3,71,59,8.1,1012.9
2022-02-19,11.8,4.7,30.5,0.00,12135.64,37824.01,3,89,53,8.7,1014.4
2022-02-20,10.4,0.9,23.4,0.30,23279.83,38023.38,51,93,71,5.8,1018.1
2022-02-21,8.4,1.5,20.5,2.80,0.00,38223.75,61,89,82,5.1,1007.6
2022-02-22,9.6,1.1,28.3,0.00,34711.09,38424.96,3,38,64,5.0,1013.1
2022-02-23,10.1,0.7,32.6,0.70,24503.26,38626.85,51,42,64,5.1,1022.6
2022-02-24,10.4,-1.3,14.7,0.00,35136.56,38829.24,3,25,67,3.7,1024.2
2022-02-25,9.2,-1.5,27.3,0.00,31094.18,39031.98,3,74,66,4.1,1020.0
2022-02-26,8.6,-0.2,17.6,0.00,33151.42,39234.91,3,96,53,4.3,1027.2
2022-02-27,9.5,0.6,23.7,0.00,26486.29,39437.86,3,55,51,4.3,1030.0
2022-02-28,5.6,-0.2,24.8,1.70,25150.97,39640.69,75,61,59,2.1,1029.2
2022-03-01,8.1,-2.3,17.4,0.00,35879.27,39843.24,3,52,55,1.8,1030.3
2022-03-02,7.8,-3.3,10.8,0.00,35974.49,40045.36,3,30,54,1.3,1023.4
2022-03-03,7.0,-3.6,8.9,0.00,36046.11,40246.91,3,62,65,1.1,1017.2
2022-03-04,5.9,-2.2,11.0,0.80,33342.68,40447.98,71,67,73,1.8,1017.5
2022-03-05,5.8,-1.7,15.1,0.00,28575.62,40650.13,3,59,67,1.7,1020.8
2022-03-06,7.1,-2.5,13.3,0.00,36108.41,40853.56,3,55,57,2.0,1020.2
2022-03-07,3.2,-3.5,16.3,0.00,17444.94,41058.12,3,63,68,-0.4,1020.0
2022-03-08,7.8,-2.9,13.1,0.00,36570.93,41263.69,3,31,55,1.6,1021.6
2022-03-09,9.4,-3.5,15.3,0.00,27203.01,41470.11,3,75,63,2.5,1022.4
2022-03-10,6.0,-3.5,20.3,0.00,33428.12,41677.25,3,20,54,1.0,1028.7
2022-03-11,4.1,-5.7,14.8,0.00,37575.40,41884.97,0,0,42,-1.4,1033.5
2022-03-12,5.0,-5.3,11.2,0.00,37877.37,42093.14,2,8,34,0.2,1033.0
2022-03-13,9.1,-3.0,12.8,0.00,38104.07,42301.62,0,0,35,1.7,1028.7
2022-03-14,11.9,-2.9,15.8,0.00,38329.83,42510.29,3,13,44,3.2,1033.0
2022-03-15,14.2,-0.2,16.3,0.00,35421.17,42719.01,3,92,48,6.2,1031.4
2022-03-16,8.6,2.8,21.1,2.80,6046.68,42927.65,53,81,79,5.9,1022.9
2022-03-17,11.6,0.5,17.7,0.00,38842.69,43136.08,1,5,68,5.5,1031.1
2022-03-18,10.2,-2.8,8.5,0.00,39198.92,43344.16,3,45,62,4.6,1039.4
2022-03-19,11.2,0.5,15.6,0.00,32620.68,43551.78,3,50,55,4.9,1039.5
2022-03-20,8.9,-2.7,12.3,0.00,39955.81,43758.79,1,3,47,2.6,1042.4
2022-03-21,11.6,-2.1,12.2,0.00,40231.00,43965.06,0,0,47,3.9,1039.3
2022-03-22,16.8,-0.8,13.0,0.00,40613.65,44170.47,0,0,43,7.4,1036.1
2022-03-23,19.8,2.0,11.6,0.00,40818.43,44374.88,0,0,38,10.3,1031.0
2022-03-24,21.4,3.5,19.0,0.00,41021.88,44578.36,0,0,32,12.2,1024.5
2022-03-25,18.6,3.2,10.5,0.00,41225.31,44782.38,0,0,37,11.4,1026.0
2022-03-26,19.1,6.2,18.8,0.00,41429.12,44987.12,3,6,41,12.2,1026.3
2022-03-27,17.5,7.2,12.6,0.00,40817.78,45192.46,3,24,50,11.6,1028.4
2022-03-28,21.0,4.0,14.6,0.00,41837.41,45398.28,0,0,47,12.2,1023.2
2022-03-29,22.1,6.1,20.1,0.00,39600.00,45604.46,3,66,44,14.7,1009.6
2022-03-30,18.6,7.9,23.7,0.30,28606.46,45810.87,51,100,51,13.6,1003.3
2022-03-31,11.8,8.6,19.3,13.60,0.00,46017.39,63,100,88,10.2,995.9
2022-04-01,10.6,3.0,20.7,6.60,2328.12,46223.89,61,98,87,8.3,993.3
2022-04-02,6.8,1.3,16.5,5.40,8731.65,46430.26,73,99,79,3.2,1001.1
2022-04-03,6.4,-0.4,20.9,5.90,24535.25,46636.36,73,88,72,2.6,1013.0
2022-04-04,7.9,-2.6,21.1,0.00,23317.41,46842.06,3,50,55,3.1,1018.5
2022-04-05,13.3,2.2,24.5,0.00,12296.31,47047.24,3,92,65,7.6,1010.1
2022-04-06,19.2,5.3,15.1,0.00,42633.15,47251.77,3,47,65,12.0,1008.7
2022-04-07,18.2,6.8,15.0,0.00,38264.50,47455.49,3,72,58,12.6,999.0
2022-04-08,16.5,10.0,24.8,1.20,28499.79,47658.29,53,96,55,13.5,1001.2
2022-04-09,14.2,5.3,32.8,20.10,4946.95,47860.02,63,100,72,9.5,1003.0
2022-04-10,10.9,2.9,24.9,0.00,43229.55,48060.53,3,55,56,7.0,1014.9
2022-04-11,11.4,1.5,16.3,0.10,43904.36,48259.68,51,10,59,6.2,1021.5
2022-04-12,14.8,0.6,10.2,0.00,44128.88,48457.32,3,14,58,8.1,1021.4
2022-04-13,16.5,1.8,10.8,0.00,44620.12,48653.52,3,12,57,9.6,1022.6
2022-04-14,20.0,5.4,10.7,0.00,44930.96,48849.67,3,13,49,12.8,1021.3
2022-04-15,18.8,7.2,14.3,1.90,25180.23,49045.95,55,65,59,12.8,1018.8
2022-04-16,14.1,6.8,21.9,4.00,32099.12,49242.23,61,66,67,10.4,1021.3
2022-04-17,12.1,3.8,26.1,0.00,43910.02,49438.39,3,45,42,8.1,1023.9
2022-04-18,11.2,3.7,13.7,0.00,44602.10,49634.29,3,58,53,7.4,1016.8
2022-04-19,10.5,2.0,15.2,0.50,44309.68,49829.79,51,57,73,6.0,1012.6
2022-04-20,13.9,1.8,14.1,0.00,37149.11,50024.76,3,35,61,7.9,1014.0
2022-04-21,16.5,2.0,11.2,0.00,45885.11,50219.06,3,27,55,9.9,1012.6
2022-04-22,13.1,4.4,23.2,3.90,6536.35,50412.54,63,95,67,9.4,1007.0
2022-04-23,14.9,8.2,13.0,2.80,11090.50,50605.05,55,93,77,11.3,1007.3
2022-04-24,19.3,8.7,20.8,2.90,36642.50,50796.44,55,70,79,12.9,1005.7
2022-04-25,17.9,8.2,22.5,0.00,43200.00,50986.56,3,51,63,13.1,1007.7
2022-04-26,18.9,7.5,13.4,0.00,45049.53,51175.25,3,27,65,13.2,1014.2
2022-04-27,16.8,9.7,18.4,17.20,18596.29,51362.34,63,92,82,11.9,1017.9
2022-04-28,17.2,9.6,20.5,5.80,35790.70,51547.66,63,83,69,13.0,1022.4
2022-04-29,19.0,8.1,13.5,0.00,46979.76,51731.05,3,26,56,13.6,1024.9
2022-04-30,19.7,7.6,11.6,0.00,44283.82,51912.32,3,36,59,14.0,1021.6
2022-05-01,20.0,8.8,14.8,0.00,41279.80,52091.30,3,57,59,14.8,1019.0
2022-05-02,20.4,9.6,13.8,0.00,43711.85,52267.80,3,76,63,14.9,1016.2
2022-05-03,21.6,10.4,14.1,1.00,46750.26,52441.85,53,30,65,15.5,1014.9
2022-05-04,21.5,8.8,17.6,10.00,27255.53,52614.76,63,81,81,14.2,1017.5
2022-05-05,23.4,10.2,12.5,2.00,43855.43,52786.70,53,79,71,16.3,1019.9
2022-05-06,24.1,11.9,17.6,0.60,42531.12,52957.50,53,96,65,17.7,1020.6
2022-05-07,22.6,13.4,18.0,0.60,37566.84,53127.04,51,91,67,17.4,1020.4
2022-05-08,23.3,11.5,9.6,0.10,46503.71,53295.13,51,82,66,17.4,1021.0
2022-05-09,22.8,13.3,16.2,0.10,48190.68,53461.65,51,50,64,17.6,1023.2
2022-05-10,22.6,12.0,12.1,0.10,48047.27,53626.42,51,27,63,17.5,1021.3
2022-05-11,26.3,11.3,12.1,0.00,48077.86,53789.27,3,64,54,19.6,1018.3
2022-05-12,29.9,13.1,18.1,0.00,48267.09,53950.05,2,12,56,21.8,1016.8
2022-05-13,25.5,17.6,17.3,4.40,31179.25,54108.57,61,84,63,20.7,1017.2
2022-05-14,23.3,14.4,17.8,0.00,48547.81,54264.66,3,42,53,19.3,1018.0
2022-05-15,25.8,12.6,15.2,0.00,49352.26,54418.13,2,7,50,19.9,1018.7
2022-05-16,27.5,12.2,13.5,0.00,48225.55,54568.81,3,48,53,20.6,1018.0
2022-05-17,24.6,15.8,18.0,1.70,31889.18,54716.50,53,94,67,19.3,1016.1
2022-05-18,19.9,10.9,17.4,0.00,49764.00,54861.02,3,7,50,15.8,1025.3
2022-05-19,23.4,9.6,13.8,0.00,50060.95,55002.16,1,2,46,16.9,1027.7
2022-05-20,28.8,9.6,12.0,0.00,48395.92,55139.72,3,71,54,19.6,1021.6
